param	expType	paramValue	species	type	conc	growthRate	excessProd	numTypes
m	TRUE	4.376631	6	S-species	2.0754039999999998e-52	1.613319	2	6
m	TRUE	4.376631	7	S-species	9.457354e-71	1.436066	2	6
m	TRUE	4.376631	8	S-species	0.01821981	2.535142	2	6
m	TRUE	4.376631	9	S-species	0.002284863	2.132169	2	6
m	TRUE	4.376631	10	S-species	5.744797e-4	2.028718	2	6
m	TRUE	4.60698	1	S-species	0.01725292	2.589791	2	6
m	TRUE	4.60698	2	S-species	9.4327e-46	1.685576	2	6
m	TRUE	4.60698	3	S-species	0.007484895	2.262087	2	6
m	TRUE	4.60698	4	S-species	1.957047e-105	1.239161	2	6
m	TRUE	4.60698	5	E-species	0.955237	2	2	6
m	TRUE	4.60698	6	S-species	7.10819e-53	1.613319	2	6
m	TRUE	4.60698	7	S-species	4.244674e-71	1.436066	2	6
m	TRUE	4.60698	8	S-species	0.01730882	2.535142	2	6
m	TRUE	4.60698	9	S-species	0.002170619	2.132169	2	6
m	TRUE	4.60698	10	S-species	5.457557e-4	2.028718	2	6
m	TRUE	4.849453	1	S-species	0.01639028	2.589791	2	6
m	TRUE	4.849453	2	S-species	2.569157e-45	1.685576	2	6
m	TRUE	4.849453	3	S-species	0.00711065	2.262087	2	6
m	TRUE	4.849453	4	S-species	9.883565999999999e-103	1.239161	2	6
m	TRUE	4.849453	5	E-species	0.9574751	2	2	6
m	TRUE	4.849453	6	S-species	2.4001179999999997e-52	1.613319	2	6
m	TRUE	4.849453	7	S-species	3.0096129999999997e-70	1.436066	2	6
m	TRUE	4.849453	8	S-species	0.01644338	2.535142	2	6
m	TRUE	4.849453	9	S-species	0.002062088	2.132169	2	6
m	TRUE	4.849453	10	S-species	5.18468e-4	2.028718	2	6
m	TRUE	5.104687	1	S-species	0.01557076	2.589791	2	6
m	TRUE	5.104687	2	S-species	0	1.685576	2	6
m	TRUE	5.104687	3	S-species	0.006755117	2.262087	2	6
m	TRUE	5.104687	4	S-species	0	1.239161	2	6
m	TRUE	5.104687	5	E-species	0.9596014	2	2	6
m	TRUE	5.104687	6	S-species	0	1.613319	2	6
m	TRUE	5.104687	7	S-species	0	1.436066	2	6
m	TRUE	5.104687	8	S-species	0.01562121	2.535142	2	6
m	TRUE	5.104687	9	S-species	0.001958984	2.132169	2	6
m	TRUE	5.104687	10	S-species	4.925452e-4	2.028718	2	6
m	TRUE	5.373355	1	S-species	0.01479223	2.589791	2	6
m	TRUE	5.373355	2	S-species	5.633812e-46	1.685576	2	6
m	TRUE	5.373355	3	S-species	0.006417361	2.262087	2	6
m	TRUE	5.373355	4	S-species	1.6375279999999998e-106	1.239161	2	6
m	TRUE	5.373355	5	E-species	0.9616213	2	2	6
m	TRUE	5.373355	6	S-species	3.6417489999999995e-53	1.613319	2	6
m	TRUE	5.373355	7	S-species	9.684894e-72	1.436066	2	6
m	TRUE	5.373355	8	S-species	0.01484015	2.535142	2	6
m	TRUE	5.373355	9	S-species	0.001861035	2.132169	2	6
m	TRUE	5.373355	10	S-species	4.679173e-4	2.028718	2	6
m	TRUE	5.656163	1	S-species	0.01405261	2.589791	2	6
m	TRUE	5.656163	2	S-species	0	1.685576	2	6
m	TRUE	5.656163	3	S-species	0.006096493	2.262087	2	6
m	TRUE	5.656163	4	S-species	0	1.239161	2	6
m	TRUE	5.656163	5	E-species	0.9635402	2	2	6
m	TRUE	5.656163	6	S-species	0	1.613319	2	6
m	TRUE	5.656163	7	S-species	0	1.436066	2	6
m	TRUE	5.656163	8	S-species	0.01409814	2.535142	2	6
m	TRUE	5.656163	9	S-species	0.001767983	2.132169	2	6
m	TRUE	5.656163	10	S-species	4.445215e-4	2.028718	2	6
m	TRUE	5.953856	1	S-species	0.01334998	2.589791	2	6
m	TRUE	5.953856	2	S-species	1.603848e-45	1.685576	2	6
m	TRUE	5.953856	3	S-species	0.005791669	2.262087	2	6
m	TRUE	5.953856	4	S-species	1.439411e-101	1.239161	2	6
m	TRUE	5.953856	5	E-species	0.9653632	2	2	6
m	TRUE	5.953856	6	S-species	2.0550449999999998e-52	1.613319	2	6
m	TRUE	5.953856	7	S-species	9.767925999999999e-70	1.436066	2	6
m	TRUE	5.953856	8	S-species	0.01339323	2.535142	2	6
m	TRUE	5.953856	9	S-species	0.001679584	2.132169	2	6
m	TRUE	5.953856	10	S-species	4.222954e-4	2.028718	2	6
m	TRUE	6.267216	1	S-species	0.01268248	2.589791	2	6
m	TRUE	6.267216	2	S-species	1.0770940000000001e-45	1.685576	2	6
m	TRUE	6.267216	3	S-species	0.005502085	2.262087	2	6
m	TRUE	6.267216	4	S-species	2.2280639999999997e-103	1.239161	2	6
m	TRUE	6.267216	5	E-species	0.9670951	2	2	6
m	TRUE	6.267216	6	S-species	9.018159e-53	1.613319	2	6
m	TRUE	6.267216	7	S-species	7.649687000000001e-71	1.436066	2	6
m	TRUE	6.267216	8	S-species	0.01272357	2.535142	2	6
m	TRUE	6.267216	9	S-species	0.001595605	2.132169	2	6
m	TRUE	6.267216	10	S-species	4.011806e-4	2.028718	2	6
m	TRUE	6.59707	1	S-species	0.01204836	2.589791	2	6
m	TRUE	6.59707	2	S-species	0	1.685576	2	6
m	TRUE	6.59707	3	S-species	0.005226981	2.262087	2	6
m	TRUE	6.59707	4	S-species	0	1.239161	2	6
m	TRUE	6.59707	5	E-species	0.9687395	2	2	6
m	TRUE	6.59707	6	S-species	0	1.613319	2	6
m	TRUE	6.59707	7	S-species	0	1.436066	2	6
m	TRUE	6.59707	8	S-species	0.01208739	2.535142	2	6
m	TRUE	6.59707	9	S-species	0.001515825	2.132169	2	6
m	TRUE	6.59707	10	S-species	3.819562e-4	2.028718	2	6
m	TRUE	6.944284	1	S-species	0.01144594	2.589791	2	6
m	TRUE	6.944284	2	S-species	1.810403e-45	1.685576	2	6
m	TRUE	6.944284	3	S-species	0.004965632	2.262087	2	6
m	TRUE	6.944284	4	S-species	2.00056e-104	1.239161	2	6
m	TRUE	6.944284	5	E-species	0.9703033	2	2	6
m	TRUE	6.944284	6	S-species	2.8866699999999997e-52	1.613319	2	6
m	TRUE	6.944284	7	S-species	1.4792670000000002e-69	1.436066	2	6
m	TRUE	6.944284	8	S-species	0.01148302	2.535142	2	6
m	TRUE	6.944284	9	S-species	0.001440033	2.132169	2	6
m	TRUE	6.944284	10	S-species	3.620655e-4	2.028718	2	6
m	TRUE	7.309773	1	S-species	0.01087364	2.589791	2	6
m	TRUE	7.309773	2	S-species	0	1.685576	2	6
m	TRUE	7.309773	3	S-species	0.00471735	2.262087	2	6
m	TRUE	7.309773	4	S-species	0	1.239161	2	6
m	TRUE	7.309773	5	E-species	0.9717882	2	2	6
m	TRUE	7.309773	6	S-species	0	1.613319	2	6
m	TRUE	7.309773	7	S-species	0	1.436066	2	6
m	TRUE	7.309773	8	S-species	0.01090887	2.535142	2	6
m	TRUE	7.309773	9	S-species	0.001368032	2.132169	2	6
m	TRUE	7.309773	10	S-species	3.439416e-4	2.028718	2	6
m	TRUE	7.694498	1	S-species	0.01032996	2.589791	2	6
m	TRUE	7.694498	2	S-species	4.452277e-34	1.685576	2	6
m	TRUE	7.694498	3	S-species	0.004481483	2.262087	2	6
m	TRUE	7.694498	4	S-species	0	1.239161	2	6
m	TRUE	7.694498	5	E-species	0.9731987	2	2	6
m	TRUE	7.694498	6	S-species	0	1.613319	2	6
m	TRUE	7.694498	7	S-species	0	1.436066	2	6
m	TRUE	7.694498	8	S-species	0.01036343	2.535142	2	6
m	TRUE	7.694498	9	S-species	0.00129963	2.132169	2	6
m	TRUE	7.694498	10	S-species	3.267641e-4	2.028718	2	6
m	TRUE	8.099471	1	S-species	0.009813464	2.589791	2	6
m	TRUE	8.099471	2	S-species	2.7165439999999997e-36	1.685576	2	6
m	TRUE	8.099471	3	S-species	0.004257409	2.262087	2	6
m	TRUE	8.099471	4	S-species	0	1.239161	2	6
m	TRUE	8.099471	5	E-species	0.9745388	2	2	6
m	TRUE	8.099471	6	S-species	0	1.613319	2	6
m	TRUE	8.099471	7	S-species	0	1.436066	2	6
m	TRUE	8.099471	8	S-species	0.009845258	2.535142	2	6
m	TRUE	8.099471	9	S-species	0.001234649	2.132169	2	6
m	TRUE	8.099471	10	S-species	3.104259e-4	2.028718	2	6
m	TRUE	8.525759	1	S-species	0.009322791	2.589791	2	6
m	TRUE	8.525759	2	S-species	1.008413e-45	1.685576	2	6
m	TRUE	8.525759	3	S-species	0.004044538	2.262087	2	6
m	TRUE	8.525759	4	S-species	4.878371e-105	1.239161	2	6
m	TRUE	8.525759	5	E-species	0.9758119	2	2	6
m	TRUE	8.525759	6	S-species	8.329601999999999e-53	1.613319	2	6
m	TRUE	8.525759	7	S-species	5.0202100000000004e-71	1.436066	2	6
m	TRUE	8.525759	8	S-species	0.009352995	2.535142	2	6
m	TRUE	8.525759	9	S-species	0.001172916	2.132169	2	6
m	TRUE	8.525759	10	S-species	2.949046e-4	2.028718	2	6
m	TRUE	8.974483	1	S-species	0.008856652	2.589791	2	6
m	TRUE	8.974483	2	S-species	2.157479e-45	1.685576	2	6
m	TRUE	8.974483	3	S-species	0.003842311	2.262087	2	6
m	TRUE	8.974483	4	S-species	1.742186e-104	1.239161	2	6
m	TRUE	8.974483	5	E-species	0.9770213	2	2	6
m	TRUE	8.974483	6	S-species	3.946128e-52	1.613319	2	6
m	TRUE	8.974483	7	S-species	2.823243e-69	1.436066	2	6
m	TRUE	8.974483	8	S-species	0.008885345	2.535142	2	6
m	TRUE	8.974483	9	S-species	0.00111427	2.132169	2	6
m	TRUE	8.974483	10	S-species	2.801594e-4	2.028718	2	6
m	TRUE	9.446824	1	S-species	0.008413819	2.589791	2	6
m	TRUE	9.446824	2	S-species	1.6879529999999996e-51	1.685576	2	6
m	TRUE	9.446824	3	S-species	0.003650196	2.262087	2	6
m	TRUE	9.446824	4	S-species	0	1.239161	2	6
m	TRUE	9.446824	5	E-species	0.9781702	2	2	6
m	TRUE	9.446824	6	S-species	7.708737999999999e-74	1.613319	2	6
m	TRUE	9.446824	7	S-species	0	1.436066	2	6
m	TRUE	9.446824	8	S-species	0.008441078	2.535142	2	6
m	TRUE	9.446824	9	S-species	0.001058557	2.132169	2	6
m	TRUE	9.446824	10	S-species	2.661514e-4	2.028718	2	6
m	TRUE	9.944026	1	S-species	0.007993128	2.589791	2	6
m	TRUE	9.944026	2	S-species	0	1.685576	2	6
m	TRUE	9.944026	3	S-species	0.003467686	2.262087	2	6
m	TRUE	9.944026	4	S-species	0	1.239161	2	6
m	TRUE	9.944026	5	E-species	0.9792617	2	2	6
m	TRUE	9.944026	6	S-species	0	1.613319	2	6
m	TRUE	9.944026	7	S-species	0	1.436066	2	6
m	TRUE	9.944026	8	S-species	0.008019024	2.535142	2	6
m	TRUE	9.944026	9	S-species	0.001005629	2.132169	2	6
m	TRUE	9.944026	10	S-species	2.528292e-4	2.028718	2	6
m	TRUE	10.4674	1	S-species	0.007593472	2.589791	2	6
m	TRUE	10.4674	2	S-species	3.337098e-46	1.685576	2	6
m	TRUE	10.4674	3	S-species	0.003294302	2.262087	2	6
m	TRUE	10.4674	4	S-species	6.160019e-104	1.239161	2	6
m	TRUE	10.4674	5	E-species	0.9802986	2	2	6
m	TRUE	10.4674	6	S-species	2.734047e-53	1.613319	2	6
m	TRUE	10.4674	7	S-species	1.905246e-71	1.436066	2	6
m	TRUE	10.4674	8	S-species	0.007618073	2.535142	2	6
m	TRUE	10.4674	9	S-species	9.553475e-4	2.132169	2	6
m	TRUE	10.4674	10	S-species	2.402017e-4	2.028718	2	6
m	TRUE	11.01831	1	S-species	0.0072137980000000004	2.589791	2	6
m	TRUE	11.01831	2	S-species	2.866649e-46	1.685576	2	6
m	TRUE	11.01831	3	S-species	0.003129587	2.262087	2	6
m	TRUE	11.01831	4	S-species	1.0539899999999998e-106	1.239161	2	6
m	TRUE	11.01831	5	E-species	0.9812837	2	2	6
m	TRUE	11.01831	6	S-species	1.9482809999999999e-53	1.613319	2	6
m	TRUE	11.01831	7	S-species	6.650144e-72	1.436066	2	6
m	TRUE	11.01831	8	S-species	0.007237169	2.535142	2	6
m	TRUE	11.01831	9	S-species	9.075801e-4	2.132169	2	6
m	TRUE	11.01831	10	S-species	2.281916e-4	2.028718	2	6
m	TRUE	11.59822	1	S-species	0.006853108	2.589791	2	6
m	TRUE	11.59822	2	S-species	3.4162360000000002e-46	1.685576	2	6
m	TRUE	11.59822	3	S-species	0.002973107	2.262087	2	6
m	TRUE	11.59822	4	S-species	1.6677149999999997e-108	1.239161	2	6
m	TRUE	11.59822	5	E-species	0.9822195	2	2	6
m	TRUE	11.59822	6	S-species	2.4753919999999998e-53	1.613319	2	6
m	TRUE	11.59822	7	S-species	1.215098e-71	1.436066	2	6
m	TRUE	11.59822	8	S-species	0.006875311	2.535142	2	6
m	TRUE	11.59822	9	S-species	8.622011e-4	2.132169	2	6
m	TRUE	11.59822	10	S-species	2.16782e-4	2.028718	2	6
m	TRUE	12.20865	1	S-species	0.006510453	2.589791	2	6
m	TRUE	12.20865	2	S-species	2.61189e-61	1.685576	2	6
m	TRUE	12.20865	3	S-species	0.002824452	2.262087	2	6
m	TRUE	12.20865	4	S-species	0	1.239161	2	6
m	TRUE	12.20865	5	E-species	0.9831085	2	2	6
m	TRUE	12.20865	6	S-species	0	1.613319	2	6
m	TRUE	12.20865	7	S-species	0	1.436066	2	6
m	TRUE	12.20865	8	S-species	0.006531545	2.535142	2	6
m	TRUE	12.20865	9	S-species	8.190911e-4	2.132169	2	6
m	TRUE	12.20865	10	S-species	2.059429e-4	2.028718	2	6
m	TRUE	12.85122	1	S-species	0.00618493	2.589791	2	6
m	TRUE	12.85122	2	S-species	0	1.685576	2	6
m	TRUE	12.85122	3	S-species	0.002683229	2.262087	2	6
m	TRUE	12.85122	4	S-species	0	1.239161	2	6
m	TRUE	12.85122	5	E-species	0.983953	2	2	6
m	TRUE	12.85122	6	S-species	0	1.613319	2	6
m	TRUE	12.85122	7	S-species	0	1.436066	2	6
m	TRUE	12.85122	8	S-species	0.006204968	2.535142	2	6
m	TRUE	12.85122	9	S-species	7.781365e-4	2.132169	2	6
m	TRUE	12.85122	10	S-species	1.95748e-4	2.028718	2	6
m	TRUE	13.5276	1	S-species	0.005875684	2.589791	2	6
m	TRUE	13.5276	2	S-species	0	1.685576	2	6
m	TRUE	13.5276	3	S-species	0.002549068	2.262087	2	6
m	TRUE	13.5276	4	S-species	0	1.239161	2	6
m	TRUE	13.5276	5	E-species	0.9847555	2	2	6
m	TRUE	13.5276	6	S-species	0	1.613319	2	6
m	TRUE	13.5276	7	S-species	0	1.436066	2	6
m	TRUE	13.5276	8	S-species	0.005894719	2.535142	2	6
m	TRUE	13.5276	9	S-species	7.392297e-4	2.132169	2	6
m	TRUE	13.5276	10	S-species	1.858494e-4	2.028718	2	6
m	TRUE	14.23957	1	S-species	0.005581899	2.589791	2	6
m	TRUE	14.23957	2	S-species	1.565774e-46	1.685576	2	6
m	TRUE	14.23957	3	S-species	0.002421614	2.262087	2	6
m	TRUE	14.23957	4	S-species	8.671964999999998e-103	1.239161	2	6
m	TRUE	14.23957	5	E-species	0.9855177	2	2	6
m	TRUE	14.23957	6	S-species	1.0291029999999999e-53	1.613319	2	6
m	TRUE	14.23957	7	S-species	6.344643e-72	1.436066	2	6
m	TRUE	14.23957	8	S-species	0.005599983	2.535142	2	6
m	TRUE	14.23957	9	S-species	7.022682e-4	2.132169	2	6
m	TRUE	14.23957	10	S-species	1.765703e-4	2.028718	2	6
m	TRUE	14.98903	1	S-species	0.005302804	2.589791	2	6
m	TRUE	14.98903	2	S-species	0	1.685576	2	6
m	TRUE	14.98903	3	S-species	0.002300534	2.262087	2	6
m	TRUE	14.98903	4	S-species	0	1.239161	2	6
m	TRUE	14.98903	5	E-species	0.986242	2	2	6
m	TRUE	14.98903	6	S-species	0	1.613319	2	6
m	TRUE	14.98903	7	S-species	0	1.436066	2	6
m	TRUE	14.98903	8	S-species	0.005319984	2.535142	2	6
m	TRUE	14.98903	9	S-species	6.671548e-4	2.132169	2	6
m	TRUE	14.98903	10	S-species	1.674733e-4	2.028718	2	6
m	TRUE	15.77792	1	S-species	0.005037664	2.589791	2	6
m	TRUE	15.77792	2	S-species	0	1.685576	2	6
m	TRUE	15.77792	3	S-species	0.002185507	2.262087	2	6
m	TRUE	15.77792	4	S-species	0	1.239161	2	6
m	TRUE	15.77792	5	E-species	0.9869297	2	2	6
m	TRUE	15.77792	6	S-species	0	1.613319	2	6
m	TRUE	15.77792	7	S-species	0	1.436066	2	6
m	TRUE	15.77792	8	S-species	0.005053985	2.535142	2	6
m	TRUE	15.77792	9	S-species	6.33797e-4	2.132169	2	6
m	TRUE	15.77792	10	S-species	1.593557e-4	2.028718	2	6
m	TRUE	16.60834	1	S-species	0.004785781	2.589791	2	6
m	TRUE	16.60834	2	S-species	0	1.685576	2	6
m	TRUE	16.60834	3	S-species	0.002076232	2.262087	2	6
m	TRUE	16.60834	4	S-species	0	1.239161	2	6
m	TRUE	16.60834	5	E-species	0.9875832	2	2	6
m	TRUE	16.60834	6	S-species	0	1.613319	2	6
m	TRUE	16.60834	7	S-species	0	1.436066	2	6
m	TRUE	16.60834	8	S-species	0.004801286	2.535142	2	6
m	TRUE	16.60834	9	S-species	6.021072e-4	2.132169	2	6
m	TRUE	16.60834	10	S-species	1.513948e-4	2.028718	2	6
m	TRUE	17.48246	1	S-species	0.004546492	2.589791	2	6
m	TRUE	17.48246	2	S-species	0	1.685576	2	6
m	TRUE	17.48246	3	S-species	0.00197242	2.262087	2	6
m	TRUE	17.48246	4	S-species	0	1.239161	2	6
m	TRUE	17.48246	5	E-species	0.9882041	2	2	6
m	TRUE	17.48246	6	S-species	0	1.613319	2	6
m	TRUE	17.48246	7	S-species	0	1.436066	2	6
m	TRUE	17.48246	8	S-species	0.004561222	2.535142	2	6
m	TRUE	17.48246	9	S-species	5.720018e-4	2.132169	2	6
m	TRUE	17.48246	10	S-species	1.438066e-4	2.028718	2	6
m	TRUE	18.40259	1	S-species	0.004319167	2.589791	2	6
m	TRUE	18.40259	2	S-species	5.242773e-68	1.685576	2	6
m	TRUE	18.40259	3	S-species	0.001873799	2.262087	2	6
m	TRUE	18.40259	4	S-species	0	1.239161	2	6
m	TRUE	18.40259	5	E-species	0.9887938	2	2	6
m	TRUE	18.40259	6	S-species	0	1.613319	2	6
m	TRUE	18.40259	7	S-species	0	1.436066	2	6
m	TRUE	18.40259	8	S-species	0.00433316	2.535142	2	6
m	TRUE	18.40259	9	S-species	5.434017e-4	2.132169	2	6
m	TRUE	18.40259	10	S-species	1.366267e-4	2.028718	2	6
m	TRUE	19.37115	1	S-species	0.004103209	2.589791	2	6
m	TRUE	19.37115	2	S-species	0	1.685576	2	6
m	TRUE	19.37115	3	S-species	0.001780109	2.262087	2	6
m	TRUE	19.37115	4	S-species	0	1.239161	2	6
m	TRUE	19.37115	5	E-species	0.9893545	2	2	6
m	TRUE	19.37115	6	S-species	0	1.613319	2	6
m	TRUE	19.37115	7	S-species	0	1.436066	2	6
m	TRUE	19.37115	8	S-species	0.004116502	2.535142	2	6
m	TRUE	19.37115	9	S-species	5.162317e-4	2.132169	2	6
m	TRUE	19.37115	10	S-species	1.294323e-4	2.028718	2	6
m	TRUE	20.39068	1	S-species	0.003898049	2.589791	2	6
m	TRUE	20.39068	2	S-species	4.596108e-46	1.685576	2	6
m	TRUE	20.39068	3	S-species	0.001691104	2.262087	2	6
m	TRUE	20.39068	4	S-species	1.066679e-100	1.239161	2	6
m	TRUE	20.39068	5	E-species	0.9898864	2	2	6
m	TRUE	20.39068	6	S-species	4.805493999999999e-53	1.613319	2	6
m	TRUE	20.39068	7	S-species	1.883472e-70	1.436066	2	6
m	TRUE	20.39068	8	S-species	0.003910677	2.535142	2	6
m	TRUE	20.39068	9	S-species	4.904201e-4	2.132169	2	6
m	TRUE	20.39068	10	S-species	1.233056e-4	2.028718	2	6
m	TRUE	21.46388	1	S-species	0.003703146	2.589791	2	6
m	TRUE	21.46388	2	S-species	7.65044e-47	1.685576	2	6
m	TRUE	21.46388	3	S-species	0.001606549	2.262087	2	6
m	TRUE	21.46388	4	S-species	4.224254e-107	1.239161	2	6
m	TRUE	21.46388	5	E-species	0.9903921	2	2	6
m	TRUE	21.46388	6	S-species	4.570699e-54	1.613319	2	6
m	TRUE	21.46388	7	S-species	1.783353e-72	1.436066	2	6
m	TRUE	21.46388	8	S-species	0.003715143	2.535142	2	6
m	TRUE	21.46388	9	S-species	4.658991e-4	2.132169	2	6
m	TRUE	21.46388	10	S-species	1.171403e-4	2.028718	2	6
m	TRUE	22.59355	1	S-species	0.003517989	2.589791	2	6
m	TRUE	22.59355	2	S-species	8.095217e-47	1.685576	2	6
m	TRUE	22.59355	3	S-species	0.001526221	2.262087	2	6
m	TRUE	22.59355	4	S-species	2.6556459999999996e-108	1.239161	2	6
m	TRUE	22.59355	5	E-species	0.9908725	2	2	6
m	TRUE	22.59355	6	S-species	4.9487450000000005e-54	1.613319	2	6
m	TRUE	22.59355	7	S-species	1.74725e-72	1.436066	2	6
m	TRUE	22.59355	8	S-species	0.003529386	2.535142	2	6
m	TRUE	22.59355	9	S-species	4.426041e-4	2.132169	2	6
m	TRUE	22.59355	10	S-species	1.112833e-4	2.028718	2	6
m	TRUE	23.78269	1	S-species	0.003342089	2.589791	2	6
m	TRUE	23.78269	2	S-species	0	1.685576	2	6
m	TRUE	23.78269	3	S-species	0.00144991	2.262087	2	6
m	TRUE	23.78269	4	S-species	0	1.239161	2	6
m	TRUE	23.78269	5	E-species	0.9913289	2	2	6
m	TRUE	23.78269	6	S-species	0	1.613319	2	6
m	TRUE	23.78269	7	S-species	0	1.436066	2	6
m	TRUE	23.78269	8	S-species	0.003352917	2.535142	2	6
m	TRUE	23.78269	9	S-species	4.204739e-4	2.132169	2	6
m	TRUE	23.78269	10	S-species	1.057192e-4	2.028718	2	6
m	TRUE	25.03441	1	S-species	0.003174985	2.589791	2	6
m	TRUE	25.03441	2	S-species	0	1.685576	2	6
m	TRUE	25.03441	3	S-species	0.001377415	2.262087	2	6
m	TRUE	25.03441	4	S-species	0	1.239161	2	6
m	TRUE	25.03441	5	E-species	0.9917624	2	2	6
m	TRUE	25.03441	6	S-species	0	1.613319	2	6
m	TRUE	25.03441	7	S-species	0	1.436066	2	6
m	TRUE	25.03441	8	S-species	0.003185271	2.535142	2	6
m	TRUE	25.03441	9	S-species	3.994502e-4	2.132169	2	6
m	TRUE	25.03441	10	S-species	1.004295e-4	2.028718	2	6
m	TRUE	26.35201	1	S-species	0.003016236	2.589791	2	6
m	TRUE	26.35201	2	S-species	2.567673e-46	1.685576	2	6
m	TRUE	26.35201	3	S-species	0.001308544	2.262087	2	6
m	TRUE	26.35201	4	S-species	8.877843e-104	1.239161	2	6
m	TRUE	26.35201	5	E-species	0.9921743	2	2	6
m	TRUE	26.35201	6	S-species	1.8232179999999998e-53	1.613319	2	6
m	TRUE	26.35201	7	S-species	1.797961e-71	1.436066	2	6
m	TRUE	26.35201	8	S-species	0.003026008	2.535142	2	6
m	TRUE	26.35201	9	S-species	3.794777e-4	2.132169	2	6
m	TRUE	26.35201	10	S-species	9.541154e-5	2.028718	2	6
m	TRUE	27.73896	1	S-species	0.002865424	2.589791	2	6
m	TRUE	27.73896	2	S-species	0	1.685576	2	6
m	TRUE	27.73896	3	S-species	0.001243117	2.262087	2	6
m	TRUE	27.73896	4	S-species	0	1.239161	2	6
m	TRUE	27.73896	5	E-species	0.9925656	2	2	6
m	TRUE	27.73896	6	S-species	0	1.613319	2	6
m	TRUE	27.73896	7	S-species	0	1.436066	2	6
m	TRUE	27.73896	8	S-species	0.0028747069999999998	2.535142	2	6
m	TRUE	27.73896	9	S-species	3.605038e-4	2.132169	2	6
m	TRUE	27.73896	10	S-species	9.063714e-5	2.028718	2	6
m	TRUE	29.1989	1	S-species	0.002722153	2.589791	2	6
m	TRUE	29.1989	2	S-species	9.85238e-47	1.685576	2	6
m	TRUE	29.1989	3	S-species	0.001180961	2.262087	2	6
m	TRUE	29.1989	4	S-species	8.139520999999999e-104	1.239161	2	6
m	TRUE	29.1989	5	E-species	0.9929373	2	2	6
m	TRUE	29.1989	6	S-species	7.672446000000001e-54	1.613319	2	6
m	TRUE	29.1989	7	S-species	1.192611e-71	1.436066	2	6
m	TRUE	29.1989	8	S-species	0.002730972	2.535142	2	6
m	TRUE	29.1989	9	S-species	3.424786e-4	2.132169	2	6
m	TRUE	29.1989	10	S-species	8.610891e-5	2.028718	2	6
m	TRUE	30.73569	1	S-species	0.002586045	2.589791	2	6
m	TRUE	30.73569	2	S-species	3.649518e-46	1.685576	2	6
m	TRUE	30.73569	3	S-species	0.001121913	2.262087	2	6
m	TRUE	30.73569	4	S-species	6.838380999999999e-106	1.239161	2	6
m	TRUE	30.73569	5	E-species	0.9932905	2	2	6
m	TRUE	30.73569	6	S-species	3.2183979999999996e-53	1.613319	2	6
m	TRUE	30.73569	7	S-species	2.974305e-71	1.436066	2	6
m	TRUE	30.73569	8	S-species	0.002594423	2.535142	2	6
m	TRUE	30.73569	9	S-species	3.253547e-4	2.132169	2	6
m	TRUE	30.73569	10	S-species	8.180347e-5	2.028718	2	6
m	TRUE	32.35335	1	S-species	0.002456743	2.589791	2	6
m	TRUE	32.35335	2	S-species	0	1.685576	2	6
m	TRUE	32.35335	3	S-species	0.001065817	2.262087	2	6
m	TRUE	32.35335	4	S-species	0	1.239161	2	6
m	TRUE	32.35335	5	E-species	0.9936261	2	2	6
m	TRUE	32.35335	6	S-species	0	1.613319	2	6
m	TRUE	32.35335	7	S-species	0	1.436066	2	6
m	TRUE	32.35335	8	S-species	0.002464702	2.535142	2	6
m	TRUE	32.35335	9	S-species	3.09087e-4	2.132169	2	6
m	TRUE	32.35335	10	S-species	7.750274e-5	2.028718	2	6
m	TRUE	34.05616	1	S-species	0.002333906	2.589791	2	6
m	TRUE	34.05616	2	S-species	0	1.685576	2	6
m	TRUE	34.05616	3	S-species	0.001012526	2.262087	2	6
m	TRUE	34.05616	4	S-species	0	1.239161	2	6
m	TRUE	34.05616	5	E-species	0.9939446	2	2	6
m	TRUE	34.05616	6	S-species	0	1.613319	2	6
m	TRUE	34.05616	7	S-species	0	1.436066	2	6
m	TRUE	34.05616	8	S-species	0.002341467	2.535142	2	6
m	TRUE	34.05616	9	S-species	2.936326e-4	2.132169	2	6
m	TRUE	34.05616	10	S-species	7.382762e-5	2.028718	2	6
m	TRUE	35.84859	1	S-species	0.00221721	2.589791	2	6
m	TRUE	35.84859	2	S-species	0	1.685576	2	6
m	TRUE	35.84859	3	S-species	9.618999e-4	2.262087	2	6
m	TRUE	35.84859	4	S-species	0	1.239161	2	6
m	TRUE	35.84859	5	E-species	0.9942474	2	2	6
m	TRUE	35.84859	6	S-species	0	1.613319	2	6
m	TRUE	35.84859	7	S-species	0	1.436066	2	6
m	TRUE	35.84859	8	S-species	0.002224394	2.535142	2	6
m	TRUE	35.84859	9	S-species	2.78951e-4	2.132169	2	6
m	TRUE	35.84859	10	S-species	7.013695e-5	2.028718	2	6
m	TRUE	37.73536	1	S-species	0.00210635	2.589791	2	6
m	TRUE	37.73536	2	S-species	0	1.685576	2	6
m	TRUE	37.73536	3	S-species	9.138049e-4	2.262087	2	6
m	TRUE	37.73536	4	S-species	0	1.239161	2	6
m	TRUE	37.73536	5	E-species	0.994535	2	2	6
m	TRUE	37.73536	6	S-species	0	1.613319	2	6
m	TRUE	37.73536	7	S-species	0	1.436066	2	6
m	TRUE	37.73536	8	S-species	0.002113174	2.535142	2	6
m	TRUE	37.73536	9	S-species	2.650034e-4	2.132169	2	6
m	TRUE	37.73536	10	S-species	6.662943e-5	2.028718	2	6
